County,State,Asian Alone Total,Asian Alone LEP,LEP Share Asian Alone,NHPI Alone Total,NHPI Alone LEP,LEP Share NHPI Alone
St. Francois County,Missouri,359,,,0,,
St. Helena Parish,Louisiana,23,,,0,,
St. James Parish,Louisiana,28,,,0,,
St. John the Baptist Parish,Louisiana,391,,,0,,
St. Johns County,Florida,5713,,,175,,
St. Joseph County,Indiana,5596,1446,35.29,265,,
St. Joseph County,Michigan,315,,,17,,
St. Landry Parish,Louisiana,216,,,0,,
St. Lawrence County,New York,1144,,,63,,
St. Louis city,Missouri,9444,3434,49.83,132,,
St. Louis County,Minnesota,2102,,,79,,
St. Louis County,Missouri,37382,10887,37.32,244,,
St. Lucie County,Florida,5482,,,300,,
St. Martin Parish,Louisiana,474,,,0,,
St. Mary Parish,Louisiana,730,,,7,,
St. Mary's County,Maryland,2973,837,42.86,28,,
St. Tammany Parish,Louisiana,3611,,,75,,
Stafford County,Kansas,10,,,0,,
Stafford County,Virginia,4191,,,112,,
Stanislaus County,California,27803,9631,47.25,3511,,
Stanley County,South Dakota,0,,,28,,
Stanly County,North Carolina,1114,,,10,,
Stanton County,Kansas,0,,,0,,
Stanton County,Nebraska,12,,,0,,
Stark County,Illinois,35,,,0,,
Stark County,North Dakota,370,,,7,,
Stark County,Ohio,2975,,,67,,
Starke County,Indiana,117,,,0,,
Starr County,Texas,62,,,0,,
Staunton city,Virginia,204,,,0,,
Ste. Genevieve County,Missouri,14,,,0,,
Stearns County,Minnesota,3114,,,33,,
Steele County,Minnesota,441,,,7,,
Steele County,North Dakota,0,,,0,,
Stephens County,Georgia,107,,,2,,
Stephens County,Oklahoma,292,,,16,,
Stephens County,Texas,44,,,0,,
Stephenson County,Illinois,323,,,0,,
Sterling County,Texas,0,,,0,,
Steuben County,Indiana,162,,,11,,
Steuben County,New York,1352,,,12,,
Stevens County,Kansas,20,,,11,,
Stevens County,Minnesota,182,,,26,,
Stevens County,Washington,305,,,18,,
Stewart County,Georgia,129,,,0,,
Stewart County,Tennessee,120,,,36,,
Stillwater County,Montana,37,,,0,,
Stoddard County,Missouri,9,,,0,,
Stokes County,North Carolina,178,,,20,,
Stone County,Arkansas,11,,,0,,
Stone County,Mississippi,0,,,0,,
Stone County,Missouri,29,,,29,,
Stonewall County,Texas,0,,,0,,
Storey County,Nevada,73,,,0,,
Story County,Iowa,6731,3237,57.05,39,,
Strafford County,New Hampshire,3910,1489,47.82,0,,
Stutsman County,North Dakota,118,,,19,,
Sublette County,Wyoming,10,,,0,,
Suffolk city,Virginia,1387,,,35,,
Suffolk County,Massachusetts,65349,29006,54.88,176,,
Suffolk County,New York,55288,16274,39.14,532,,
Sullivan County,Indiana,165,,,0,,
Sullivan County,Missouri,23,,,3,,
Sullivan County,New Hampshire,267,,,18,,
Sullivan County,New York,1168,,,0,,
Sullivan County,Pennsylvania,28,,,0,,
Sullivan County,Tennessee,843,,,91,,
Sully County,South Dakota,0,,,0,,
Summers County,West Virginia,0,,,0,,
Summit County,Colorado,132,,,40,,
Summit County,Ohio,15143,6796,57.95,103,,
Summit County,Utah,630,,,16,,
Sumner County,Kansas,82,,,0,,
Sumner County,Tennessee,2138,,,140,,
Sumter County,Alabama,356,,,0,,
Sumter County,Florida,880,,,40,,
Sumter County,Georgia,315,,,0,,
Sumter County,South Carolina,1268,,,34,,
Sunflower County,Mississippi,28,,,0,,
Surry County,North Carolina,414,,,36,,
Surry County,Virginia,28,,,0,,
Susquehanna County,Pennsylvania,160,,,12,,
Sussex County,Delaware,2469,,,120,,
Sussex County,New Jersey,2741,,,14,,
Sussex County,Virginia,37,,,4,,
Sutter County,California,13755,5896,48.94,513,,
Sutton County,Texas,0,,,40,,
Suwannee County,Florida,61,,,17,,
Swain County,North Carolina,57,,,0,,
Sweet Grass County,Montana,37,,,0,,
Sweetwater County,Wyoming,250,,,205,,
Swift County,Minnesota,27,,,12,,
Swisher County,Texas,14,,,5,,
Switzerland County,Indiana,48,,,0,,
Talbot County,Georgia,34,,,0,,
Talbot County,Maryland,507,,,31,,
Taliaferro County,Georgia,6,,,0,,
Talladega County,Alabama,462,,,22,,
Tallahatchie County,Mississippi,220,,,24,,
Tallapoosa County,Alabama,160,,,0,,
Tama County,Iowa,62,,,7,,
Taney County,Missouri,468,,,23,,
Tangipahoa Parish,Louisiana,943,,,12,,
Taos County,New Mexico,101,,,5,,
Tarrant County,Texas,96217,37463,48.64,3251,,
Tate County,Mississippi,71,,,26,,
Tattnall County,Georgia,49,,,5,,
Taylor County,Florida,82,,,34,,
Taylor County,Georgia,65,,,0,,
Taylor County,Iowa,43,,,0,,
Taylor County,Kentucky,188,,,0,,
Taylor County,Texas,2552,1254,55.49,71,,
Taylor County,West Virginia,156,,,0,,
Taylor County,Wisconsin,31,,,0,,
Tazewell County,Illinois,1223,,,26,,
Tazewell County,Virginia,190,,,17,,
Tehama County,California,890,,,27,,
Telfair County,Georgia,0,,,0,,
Teller County,Colorado,264,,,0,,
Tensas Parish,Louisiana,4,,,0,,
Terrebonne Parish,Louisiana,967,,,38,,
Terrell County,Georgia,18,,,0,,
Terrell County,Texas,0,,,0,,
Terry County,Texas,0,,,0,,
Teton County,Idaho,13,,,0,,
Teton County,Montana,12,,,0,,
Teton County,Wyoming,504,,,0,,
Texas County,Missouri,49,,,0,,
Texas County,Oklahoma,540,,,17,,
Thayer County,Nebraska,0,,,0,,
Thomas County,Georgia,375,,,18,,
Thomas County,Kansas,38,,,4,,
Thomas County,Nebraska,0,,,0,,
Throckmorton County,Texas,5,,,0,,
Thurston County,Nebraska,38,,,0,,
Thurston County,Washington,14906,5295,51.33,2189,,
Tift County,Georgia,412,,,15,,
Tillamook County,Oregon,174,,,112,,
Tillman County,Oklahoma,21,,,3,,
Tioga County,New York,345,,,9,,
Tioga County,Pennsylvania,224,,,11,,
Tippah County,Mississippi,102,,,14,,
Tippecanoe County,Indiana,14255,5834,46.23,64,,
Tipton County,Indiana,0,,,56,,
Tipton County,Tennessee,400,,,113,,
Tishomingo County,Mississippi,18,,,0,,
Titus County,Texas,269,,,10,,
Toa Alta Municipio,Puerto Rico,296,,,6,,
Toa Baja Municipio,Puerto Rico,9,,,7,,
Todd County,Kentucky,7,,,0,,
Todd County,Minnesota,95,,,0,,
Todd County,South Dakota,131,,,0,,
Tolland County,Connecticut,6264,1731,35.89,5,,
Tom Green County,Texas,1372,,,45,,
Tompkins County,New York,10383,2176,30.9,30,,
Tooele County,Utah,443,,,306,,
Toole County,Montana,41,,,0,,
Toombs County,Georgia,215,,,0,,
Torrance County,New Mexico,32,,,0,,
Towner County,North Dakota,3,,,0,,
Towns County,Georgia,25,,,0,,
Traill County,North Dakota,19,,,17,,
Transylvania County,North Carolina,232,,,0,,
Traverse County,Minnesota,11,,,0,,
Travis County,Texas,71087,18870,34.84,645,,
Treasure County,Montana,12,,,0,,
Trego County,Kansas,46,,,0,,
Trempealeau County,Wisconsin,173,,,0,,
Treutlen County,Georgia,0,,,0,,
Trigg County,Kentucky,58,,,0,,
Trimble County,Kentucky,8,,,24,,
Trinity County,California,161,,,101,,
Trinity County,Texas,52,,,0,,
Tripp County,South Dakota,0,,,0,,
Troup County,Georgia,1293,682,68.13,14,,
Trousdale County,Tennessee,26,,,0,,
Trujillo Alto Municipio,Puerto Rico,0,,,11,,
Trumbull County,Ohio,981,,,10,,
Tucker County,West Virginia,37,,,0,,
Tulare County,California,14960,5732,55.91,601,,
Tulsa County,Oklahoma,17946,7232,50.52,479,,
Tunica County,Mississippi,91,,,0,,
Tuolumne County,California,568,,,155,,
Turner County,Georgia,32,,,0,,
Turner County,South Dakota,0,,,0,,
Tuscaloosa County,Alabama,2887,,,67,,
Tuscarawas County,Ohio,310,,,0,,
Tuscola County,Michigan,174,,,0,,
Twiggs County,Georgia,8,,,0,,
Twin Falls County,Idaho,1320,,,72,,
Tyler County,Texas,73,,,0,,
Tyler County,West Virginia,50,,,0,,
Tyrrell County,North Carolina,16,,,0,,
Uinta County,Wyoming,25,,,0,,
Uintah County,Utah,182,,,44,,
Ulster County,New York,3614,1218,43.19,102,,
Umatilla County,Oregon,585,,,126,,
Unicoi County,Tennessee,90,,,0,,
Union County,Arkansas,206,,,0,,
Union County,Florida,74,,,5,,
Union County,Georgia,155,,,0,,
Union County,Illinois,43,,,0,,
Union County,Indiana,34,,,0,,
Union County,Iowa,82,,,15,,
Union County,Kentucky,46,,,0,,
Union County,Mississippi,261,,,44,,
Union County,New Jersey,26216,6315,33.32,178,,
Union County,New Mexico,1,,,0,,
Union County,North Carolina,5006,986,28.01,71,,
Union County,Ohio,1653,,,79,,
Union County,Oregon,246,,,306,,
Union County,Pennsylvania,747,,,14,,
Union County,South Carolina,0,,,0,,
Union County,South Dakota,154,,,0,,
Union County,Tennessee,26,,,29,,
Union Parish,Louisiana,19,,,31,,
Upshur County,Texas,91,,,0,,
Upshur County,West Virginia,41,,,33,,
Upson County,Georgia,129,,,39,,
Upton County,Texas,9,,,0,,
Utah County,Utah,8197,2411,44.48,4006,,
Utuado Municipio,Puerto Rico,236,,,0,,
Uvalde County,Texas,179,,,2,,
Val Verde County,Texas,283,,,48,,
Valdez-Cordova Census Area,Alaska,260,,,56,,
Valencia County,New Mexico,582,,,0,,
Valley County,Idaho,13,,,0,,
Valley County,Montana,28,,,24,,
Valley County,Nebraska,0,,,0,,
Van Buren County,Arkansas,20,,,0,,
Van Buren County,Iowa,7,,,0,,
Van Buren County,Michigan,467,,,41,,
Van Buren County,Tennessee,0,,,0,,
Van Wert County,Ohio,91,,,0,,
Van Zandt County,Texas,249,,,57,,
Vance County,North Carolina,227,,,16,,
Vanderburgh County,Indiana,2177,,,196,,
Vega Alta Municipio,Puerto Rico,103,,,0,,
Vega Baja Municipio,Puerto Rico,20,,,27,,
Venango County,Pennsylvania,196,,,0,,
Ventura County,California,58413,14125,34.76,1610,,
Vermilion County,Illinois,672,,,22,,
Vermilion Parish,Louisiana,1145,801,71.01,0,,
Vermillion County,Indiana,31,,,0,,
Vernon County,Missouri,114,,,0,,
Vernon County,Wisconsin,146,,,0,,
Vernon Parish,Louisiana,903,257,44.77,219,,
Victoria County,Texas,948,,,35,,
Vieques Municipio,Puerto Rico,162,,,0,,
Vigo County,Indiana,1979,,,44,,
Vilas County,Wisconsin,124,,,12,,
Villalba Municipio,Puerto Rico,10,,,0,,
Vinton County,Ohio,19,,,0,,
Virginia Beach city,Virginia,28323,7960,40.9,437,,
Volusia County,Florida,8883,2859,43.1,198,,
Wabash County,Illinois,132,,,0,,
Wabash County,Indiana,66,,,0,,
Wabasha County,Minnesota,78,,,0,,
Wabaunsee County,Kansas,38,,,0,,
Wadena County,Minnesota,53,,,0,,
Wagoner County,Oklahoma,966,,,51,,
Wahkiakum County,Washington,52,,,1,,
Wake County,North Carolina,61719,14466,30.47,377,,
Wakulla County,Florida,119,,,0,,
Waldo County,Maine,176,,,1,,
Walker County,Alabama,274,,,0,,
Walker County,Georgia,385,,,0,,
Walker County,Texas,875,,,10,,
Walla Walla County,Washington,909,,,37,,
Wallace County,Kansas,0,,,0,,
Waller County,Texas,399,,,20,,
Wallowa County,Oregon,19,,,7,,
Walsh County,North Dakota,109,,,0,,
Walthall County,Mississippi,58,,,0,,
Walton County,Florida,696,,,107,,
Walton County,Georgia,1071,,,64,,
Walworth County,South Dakota,111,,,24,,
Walworth County,Wisconsin,933,,,71,,
Wapello County,Iowa,314,,,73,,
Ward County,North Dakota,983,,,70,,
Ward County,Texas,32,,,0,,
Ware County,Georgia,395,,,17,,
Warren County,Georgia,44,,,15,,
Warren County,Illinois,305,,,0,,
Warren County,Indiana,1,,,0,,
Warren County,Iowa,270,,,87,,
Warren County,Kentucky,3733,1872,55.53,265,,
Warren County,Mississippi,229,,,0,,
Warren County,Missouri,174,,,77,,
Warren County,New Jersey,2919,,,21,,
Warren County,New York,612,,,33,,
Warren County,North Carolina,97,,,9,,
Warren County,Ohio,10637,,,19,,
Warren County,Pennsylvania,209,,,0,,
Warren County,Tennessee,228,,,96,,
Warren County,Virginia,441,,,0,,
Warrick County,Indiana,1452,,,14,,
Wasatch County,Utah,331,,,0,,
Wasco County,Oregon,211,,,162,,
Waseca County,Minnesota,111,,,2,,
Washakie County,Wyoming,11,,,0,,
Washburn County,Wisconsin,71,,,0,,
Washington County,Alabama,159,,,0,,
Washington County,Arkansas,5044,,,4062,2625,70.43
Washington County,Colorado,22,,,0,,
Washington County,Florida,77,,,44,,
Washington County,Georgia,114,,,0,,
Washington County,Idaho,100,,,0,,
Washington County,Illinois,63,,,9,,
Washington County,Indiana,48,,,0,,
Washington County,Iowa,123,,,9,,
Washington County,Kansas,7,,,0,,
Washington County,Kentucky,91,,,0,,
Washington County,Maine,145,,,4,,
Washington County,Maryland,2444,,,62,,
Washington County,Minnesota,12349,2438,27.32,153,,
Washington County,Mississippi,311,,,0,,
Washington County,Missouri,4,,,6,,
Washington County,Nebraska,61,,,0,,
Washington County,New York,311,,,0,,
Washington County,North Carolina,20,,,0,,
Washington County,Ohio,363,,,28,,
Washington County,Oklahoma,917,,,10,,
Washington County,Oregon,52698,15124,38.71,2194,,
Washington County,Pennsylvania,1896,,,22,,
Washington County,Rhode Island,2371,,,100,,
Washington County,Tennessee,1890,,,7,,
Washington County,Texas,602,,,41,,
Washington County,Utah,1051,,,1237,,
Washington County,Vermont,386,,,17,,
Washington County,Virginia,282,,,14,,
Washington County,Wisconsin,1428,,,16,,
Washington Parish,Louisiana,106,,,6,,
Washita County,Oklahoma,21,,,0,,
Washoe County,Nevada,22841,6566,41.82,2530,,
Washtenaw County,Michigan,30185,8818,37.56,151,,
Watauga County,North Carolina,446,,,63,,
Watonwan County,Minnesota,96,,,0,,
Waukesha County,Wisconsin,11782,2630,30.24,165,,
Waupaca County,Wisconsin,169,,,6,,
Waushara County,Wisconsin,86,,,9,,
Wayne County,Georgia,138,,,0,,
Wayne County,Illinois,74,,,0,,
Wayne County,Indiana,574,,,0,,
Wayne County,Iowa,3,,,0,,
Wayne County,Kentucky,40,,,0,,
Wayne County,Michigan,51670,18242,42.88,389,,
Wayne County,Mississippi,94,,,0,,
Wayne County,Missouri,15,,,0,,
Wayne County,Nebraska,45,,,0,,
Wayne County,New York,591,,,66,,
Wayne County,North Carolina,1412,,,28,,
Wayne County,Ohio,1088,,,24,,
Wayne County,Pennsylvania,297,,,0,,
Wayne County,Tennessee,233,,,0,,
Wayne County,Utah,25,,,30,,
Wayne County,West Virginia,76,,,0,,
Waynesboro city,Virginia,187,,,29,,
Weakley County,Tennessee,43,,,17,,
Webb County,Texas,1328,,,25,,
Weber County,Utah,2799,,,588,,
Webster County,Georgia,0,,,0,,
Webster County,Iowa,450,,,6,,
Webster County,Kentucky,3,,,6,,
Webster County,Mississippi,15,,,0,,
Webster County,Missouri,111,,,48,,
Webster County,Nebraska,23,,,5,,
Webster County,West Virginia,0,,,6,,
Webster Parish,Louisiana,106,,,25,,
Weld County,Colorado,3594,,,243,,
Wells County,Indiana,136,,,0,,
Wells County,North Dakota,0,,,0,,
West Baton Rouge Parish,Louisiana,80,,,0,,
West Carroll Parish,Louisiana,0,,,7,,
West Feliciana Parish,Louisiana,80,,,0,,
Westchester County,New York,54771,14577,35.96,184,,
Westmoreland County,Pennsylvania,2901,,,54,,
Westmoreland County,Virginia,88,,,1,,
Weston County,Wyoming,305,,,3,,
Wetzel County,West Virginia,33,,,0,,
Wexford County,Michigan,222,,,7,,
Wharton County,Texas,38,,,0,,
Whatcom County,Washington,8517,2690,46.92,577,,
Wheatland County,Montana,0,,,0,,
Wheeler County,Georgia,0,,,0,,
Wheeler County,Nebraska,1,,,0,,
Wheeler County,Oregon,5,,,0,,
Wheeler County,Texas,7,,,13,,
White County,Arkansas,524,,,21,,
White County,Georgia,151,,,1,,
White County,Illinois,87,,,0,,
White County,Indiana,45,,,0,,
White County,Tennessee,6,,,0,,
White Pine County,Nevada,63,,,17,,
Whiteside County,Illinois,326,,,54,,
Whitfield County,Georgia,1296,,,0,,
Whitley County,Indiana,171,,,0,,
Whitley County,Kentucky,31,,,16,,
Whitman County,Washington,3678,1242,44.18,64,,
Wibaux County,Montana,0,,,0,,
Wichita County,Kansas,10,,,0,,
Wichita County,Texas,2629,,,36,,
Wicomico County,Maryland,3153,1299,52.55,74,,
Wilbarger County,Texas,98,,,0,,
Wilcox County,Alabama,0,,,0,,
Wilcox County,Georgia,0,,,0,,
Wilkes County,Georgia,71,,,0,,
Wilkes County,North Carolina,354,,,75,,
Wilkin County,Minnesota,0,,,0,,
Wilkinson County,Georgia,0,,,8,,
Wilkinson County,Mississippi,6,,,0,,
Will County,Illinois,34136,7663,29.63,176,,
Willacy County,Texas,22,,,3,,
Williams County,North Dakota,218,,,9,,
Williams County,Ohio,220,,,9,,
Williamsburg city,Virginia,827,,,0,,
Williamsburg County,South Carolina,152,,,0,,
Williamson County,Illinois,607,,,7,,
Williamson County,Tennessee,7944,1667,27.34,49,,
Williamson County,Texas,28403,6970,32.62,341,,
Wilson County,Kansas,62,,,0,,
Wilson County,North Carolina,634,,,1,,
Wilson County,Tennessee,1780,,,148,,
Wilson County,Texas,170,,,32,,
Winchester city,Virginia,565,,,23,,
Windham County,Connecticut,1455,,,16,,
Windham County,Vermont,441,,,30,,
Windsor County,Vermont,443,,,60,,
Winkler County,Texas,0,,,0,,
Winn Parish,Louisiana,0,,,0,,
Winnebago County,Illinois,6834,2303,46.28,82,,
Winnebago County,Iowa,123,,,0,,
Winnebago County,Wisconsin,4152,1247,38.94,47,,
Winneshiek County,Iowa,161,,,0,,
Winona County,Minnesota,1315,,,10,,
Winston County,Alabama,30,,,19,,
Winston County,Mississippi,6,,,0,,
Wirt County,West Virginia,0,,,0,,
Wise County,Texas,314,,,122,,
Wise County,Virginia,178,,,20,,
Wolfe County,Kentucky,0,,,0,,
Wood County,Ohio,2056,,,37,,
Wood County,Texas,38,,,34,,
Wood County,West Virginia,410,,,40,,
Wood County,Wisconsin,1377,,,12,,
Woodbury County,Iowa,2732,1496,63.61,227,,
Woodford County,Illinois,272,,,0,,
Woodford County,Kentucky,81,,,6,,
Woodruff County,Arkansas,100,,,6,,
Woods County,Oklahoma,49,,,0,,
Woodson County,Kansas,21,,,0,,
Woodward County,Oklahoma,39,,,5,,
Worcester County,Maryland,623,,,44,,
Worcester County,Massachusetts,36263,13200,45.3,179,,
Worth County,Georgia,62,,,0,,
Worth County,Iowa,21,,,1,,
Worth County,Missouri,7,,,0,,
Wrangell City and Borough,Alaska,75,,,0,,
Wright County,Iowa,56,,,0,,
Wright County,Minnesota,1452,,,9,,
Wright County,Missouri,92,,,0,,
Wyandot County,Ohio,198,,,0,,
Wyandotte County,Kansas,5540,3360,67.42,124,,
Wyoming County,New York,143,,,0,,
Wyoming County,Pennsylvania,98,,,0,,
Wyoming County,West Virginia,68,,,0,,
Wythe County,Virginia,215,,,0,,
Yabucoa Municipio,Puerto Rico,11,,,0,,
Yadkin County,North Carolina,38,,,23,,
Yakima County,Washington,2357,,,168,,
Yakutat City and Borough,Alaska,37,,,9,,
Yalobusha County,Mississippi,21,,,0,,
Yamhill County,Oregon,1412,,,220,,
Yancey County,North Carolina,26,,,20,,
Yankton County,South Dakota,150,,,17,,
Yates County,New York,165,,,2,,
Yauco Municipio,Puerto Rico,5,,,0,,
Yavapai County,Arizona,2103,,,67,,
Yazoo County,Mississippi,95,,,0,,
Yell County,Arkansas,299,,,0,,
Yellow Medicine County,Minnesota,60,,,0,,
Yellowstone County,Montana,929,,,129,,
Yoakum County,Texas,3,,,0,,
Yolo County,California,27994,7910,42.06,897,,
York County,Maine,2359,819,61.58,44,,
York County,Nebraska,35,,,0,,
York County,Pennsylvania,6091,2064,48.24,149,,
York County,South Carolina,4392,,,143,,
York County,Virginia,3409,,,169,,
Young County,Texas,75,,,0,,
Yuba County,California,4472,,,276,,
Yukon-Koyukuk Census Area,Alaska,40,,,0,,
Yuma County,Arizona,2566,,,117,,
Yuma County,Colorado,0,,,0,,
Zapata County,Texas,84,,,0,,
Zavala County,Texas,4,,,0,,
Ziebach County,South Dakota,24,,,0,,
